serial_num,equip_type,manufacturer,manufacture_date,date_active,date_not_viable,facility,ownership_type,lab_level,calib_engineer_nm,calib_engineer_post,most_recent_calibration,next_calibration,most_recent_maintenance,next_maintenance,maintenance_engineer_nm,maintenance_engineer_post,retirement_date,retirement_requested,retirement_dt_requested,long,lat,last_altered
2232,micropipettes,quality_equip,2017-12-13,2018-01-08,2019-12-13,Lab4,private,other,tech2,affiliate2,2018-03-01,2018-05-30,2018-03-18,2018-09-14,tech1,affiliate1,2019-12-29,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2233,P24,best_labs,2017-02-19,2017-03-04,2019-02-19,Lab4,gov,district,tech2,affiliate2,2017-04-09,2017-07-08,2017-04-26,2017-10-23,tech3,affiliate3,2019-02-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2234,P24,quality_equip,2017-07-04,2017-07-25,2019-07-04,Lab,gov,regional,tech3,affiliate3,2017-09-21,2017-12-20,2017-09-07,2018-03-06,tech1,affiliate1,2019-07-15,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2235,micropipettes,lab_equip_r_us,2017-08-06,2017-09-02,2019-08-06,Lab1,gov,regional,tech3,affiliate3,2017-09-16,2017-12-15,2017-11-04,2018-05-03,tech2,affiliate2,2019-08-23,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2236,centrifuge,quality_equip,2017-09-05,2017-09-10,2019-09-05,Lab2,gov,district,tech1,affiliate1,2017-09-16,2017-12-15,2017-11-23,2018-05-22,tech2,affiliate2,2019-08-31,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2237,micropipettes,best_labs,2017-05-22,2017-05-28,2019-05-22,Lab4,gov,national,tech1,affiliate1,2017-07-07,2017-10-05,2017-07-09,2018-01-05,tech2,affiliate2,2019-05-18,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2238,micropipettes,best_labs,2016-11-01,2016-11-30,2018-11-01,Lab,gov,regional,tech2,affiliate2,2017-01-20,2017-04-20,2017-01-29,2017-07-28,tech1,affiliate1,2018-11-20,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2239,P24,best_labs,2016-04-21,2016-05-20,2018-04-21,Lab1,gov,district,tech3,affiliate3,2016-07-04,2016-10-02,2016-06-20,2016-12-17,tech3,affiliate3,2018-05-10,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2240,spectrophotometer,lab_equip_r_us,2017-11-16,2017-12-07,2019-11-16,Lab2,gov,district,tech2,affiliate2,2018-01-08,2018-04-08,2018-01-16,2018-07-15,tech1,affiliate1,2019-11-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2241,hiv reagents,quality_equip,2017-04-06,2017-05-05,2019-04-06,Lab1,gov,district,tech3,affiliate3,2017-06-29,2017-09-27,2017-06-18,2017-12-15,tech2,affiliate2,2019-04-25,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2242,P24,lab_equip_r_us,2017-11-05,2017-11-09,2019-11-05,Lab1,gov,regional,tech2,affiliate2,2017-12-30,2018-03-30,2017-12-31,2018-06-29,tech1,affiliate1,2019-10-30,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2243,pcr_machine,lab_equip_r_us,2016-11-04,2016-12-04,2018-11-04,Lab,private,regional,tech2,affiliate2,2016-12-07,2017-03-07,2017-02-20,2017-08-19,tech2,affiliate2,2018-11-24,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2244,hiv reagents,best_labs,2016-03-25,2016-04-11,2018-03-25,Lab3,gov,district,tech1,affiliate1,2016-04-23,2016-07-22,2016-07-03,2016-12-30,tech2,affiliate2,2018-04-01,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2245,coulter,quality_equip,2017-03-01,2017-03-25,2019-03-01,Lab4,gov,other,tech2,affiliate2,2017-04-03,2017-07-02,2017-06-01,2017-11-28,tech3,affiliate3,2019-03-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2246,micropipettes,lab_equip_r_us,2017-12-12,2018-01-06,2019-12-12,Lab4,private,district,tech1,affiliate1,2018-01-15,2018-04-15,2018-03-18,2018-09-14,tech1,affiliate1,2019-12-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2247,pcr_tube,lab_equip_r_us,2016-01-18,2016-01-27,2018-01-17,Lab3,gov,national,tech3,affiliate3,2016-03-07,2016-06-05,2016-04-01,2016-09-28,tech1,affiliate1,2018-01-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2248,micropipettes,quality_equip,2016-08-24,2016-09-21,2018-08-24,Lab1,private,regional,tech3,affiliate3,2016-10-11,2017-01-09,2016-11-28,2017-05-27,tech2,affiliate2,2018-09-11,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2249,graduated_pipettes,lab_equip_r_us,2016-12-08,2016-12-31,2018-12-08,Lab4,gov,district,tech2,affiliate2,2017-02-15,2017-05-16,2017-03-23,2017-09-19,tech3,affiliate3,2018-12-21,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2250,coulter,quality_equip,2016-01-01,2016-01-08,2017-12-31,Lab,gov,district,tech2,affiliate2,2016-01-29,2016-04-28,2016-02-09,2016-08-07,tech3,affiliate3,2017-12-28,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2251,pcr_tube,best_labs,2016-11-05,2016-11-26,2018-11-05,Lab2,private,district,tech2,affiliate2,2016-12-29,2017-03-29,2017-02-03,2017-08-02,tech3,affiliate3,2018-11-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2252,hiv reagents,best_labs,2016-06-08,2016-06-22,2018-06-08,Lab4,gov,district,tech1,affiliate1,2016-07-02,2016-09-30,2016-09-08,2017-03-07,tech2,affiliate2,2018-06-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2253,micropipettes,best_labs,2016-02-14,2016-03-09,2018-02-13,Lab1,gov,regional,tech2,affiliate2,2016-04-17,2016-07-16,2016-05-04,2016-10-31,tech2,affiliate2,2018-02-27,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2254,CD4_CD8_counter,lab_equip_r_us,2016-12-16,2016-12-30,2018-12-16,Lab,gov,district,tech1,affiliate1,2017-02-06,2017-05-07,2017-02-15,2017-08-14,tech1,affiliate1,2018-12-20,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2255,micropipettes,lab_equip_r_us,2016-06-15,2016-07-11,2018-06-15,Lab,gov,district,tech3,affiliate3,2016-08-01,2016-10-30,2016-09-09,2017-03-08,tech1,affiliate1,2018-07-01,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2256,micropipettes,lab_equip_r_us,2016-03-25,2016-04-16,2018-03-25,Lab3,private,district,tech3,affiliate3,2016-05-27,2016-08-25,2016-07-04,2016-12-31,tech2,affiliate2,2018-04-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2257,micropipettes,quality_equip,2017-07-22,2017-08-16,2019-07-22,Lab1,gov,regional,tech2,affiliate2,2017-10-03,2018-01-01,2017-10-28,2018-04-26,tech3,affiliate3,2019-08-06,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2258,pcr_machine,best_labs,2017-05-19,2017-05-24,2019-05-19,Lab,gov,district,tech1,affiliate1,2017-05-31,2017-08-29,2017-08-15,2018-02-11,tech3,affiliate3,2019-05-14,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2259,graduated_pipettes,best_labs,2017-06-10,2017-06-28,2019-06-10,Lab,gov,district,tech1,affiliate1,2017-08-24,2017-11-22,2017-09-25,2018-03-24,tech3,affiliate3,2019-06-18,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2260,graduated_pipettes,lab_equip_r_us,2017-08-03,2017-08-04,2019-08-03,Lab3,gov,national,tech2,affiliate2,2017-09-12,2017-12-11,2017-10-04,2018-04-02,tech2,affiliate2,2019-07-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2261,centrifuge,quality_equip,2017-01-01,2017-01-29,2019-01-01,Lab1,gov,district,tech1,affiliate1,2017-02-01,2017-05-02,2017-03-10,2017-09-06,tech2,affiliate2,2019-01-19,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2262,CD4_CD8_counter,quality_equip,2016-07-05,2016-07-19,2018-07-05,Lab1,gov,district,tech2,affiliate2,2016-08-14,2016-11-12,2016-10-05,2017-04-03,tech3,affiliate3,2018-07-09,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2263,coulter,best_labs,2016-08-28,2016-08-30,2018-08-28,Lab4,gov,district,tech3,affiliate3,2016-10-16,2017-01-14,2016-09-29,2017-03-28,tech3,affiliate3,2018-08-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2264,coulter,lab_equip_r_us,2017-05-27,2017-05-29,2019-05-27,Lab4,private,regional,tech3,affiliate3,2017-06-06,2017-09-04,2017-07-02,2017-12-29,tech2,affiliate2,2019-05-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2265,hiv reagents,best_labs,2017-11-24,2017-11-26,2019-11-24,Lab,gov,district,tech3,affiliate3,2017-12-20,2018-03-20,2018-02-15,2018-08-14,tech2,affiliate2,2019-11-16,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2266,P24,quality_equip,2017-07-20,2017-08-05,2019-07-20,Lab1,gov,regional,tech2,affiliate2,2017-08-30,2017-11-28,2017-09-28,2018-03-27,tech3,affiliate3,2019-07-26,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2267,micropipettes,lab_equip_r_us,2016-03-27,2016-04-01,2018-03-27,Lab2,gov,district,tech2,affiliate2,2016-04-21,2016-07-20,2016-06-18,2016-12-15,tech2,affiliate2,2018-03-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2268,graduated_pipettes,lab_equip_r_us,2016-09-04,2016-09-06,2018-09-04,Lab2,gov,regional,tech1,affiliate1,2016-11-05,2017-02-03,2016-10-24,2017-04-22,tech2,affiliate2,2018-08-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2269,spectrophotometer,quality_equip,2017-07-11,2017-08-08,2019-07-11,Lab1,gov,regional,tech2,affiliate2,2017-08-21,2017-11-19,2017-10-19,2018-04-17,tech3,affiliate3,2019-07-29,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2270,pcr_tube,lab_equip_r_us,2017-08-09,2017-08-14,2019-08-09,Lab1,gov,regional,tech2,affiliate2,2017-10-04,2018-01-02,2017-10-02,2018-03-31,tech1,affiliate1,2019-08-04,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2271,centrifuge,lab_equip_r_us,2016-02-10,2016-03-05,2018-02-09,Lab3,gov,national,tech1,affiliate1,2016-04-10,2016-07-09,2016-06-03,2016-11-30,tech1,affiliate1,2018-02-23,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2272,CD4_CD8_counter,lab_equip_r_us,2016-07-29,2016-08-13,2018-07-29,Lab2,gov,district,tech1,affiliate1,2016-09-15,2016-12-14,2016-10-19,2017-04-17,tech3,affiliate3,2018-08-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2273,hiv reagents,best_labs,2017-08-28,2017-09-14,2019-08-28,Lab2,private,district,tech1,affiliate1,2017-10-22,2018-01-20,2017-11-17,2018-05-16,tech2,affiliate2,2019-09-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2274,pcr_machine,quality_equip,2017-10-29,2017-11-24,2019-10-29,Lab1,gov,district,tech3,affiliate3,2018-01-17,2018-04-17,2018-01-20,2018-07-19,tech1,affiliate1,2019-11-14,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2275,pcr_tube,quality_equip,2017-02-27,2017-03-29,2019-02-27,Lab2,gov,district,tech3,affiliate3,2017-04-20,2017-07-19,2017-05-05,2017-11-01,tech2,affiliate2,2019-03-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2276,micropipettes,lab_equip_r_us,2016-01-23,2016-01-26,2018-01-22,Lab2,gov,district,tech1,affiliate1,2016-03-16,2016-06-14,2016-03-18,2016-09-14,tech1,affiliate1,2018-01-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2277,hiv reagents,lab_equip_r_us,2017-01-09,2017-01-31,2019-01-09,Lab1,gov,district,tech2,affiliate2,2017-02-13,2017-05-14,2017-04-13,2017-10-10,tech1,affiliate1,2019-01-21,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2278,graduated_pipettes,lab_equip_r_us,2016-02-15,2016-02-21,2018-02-14,Lab3,gov,district,tech2,affiliate2,2016-03-02,2016-05-31,2016-04-26,2016-10-23,tech2,affiliate2,2018-02-10,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2279,hiv reagents,lab_equip_r_us,2017-07-10,2017-07-23,2019-07-10,Lab,private,other,tech1,affiliate1,2017-08-05,2017-11-03,2017-09-17,2018-03-16,tech1,affiliate1,2019-07-13,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2280,hiv reagents,lab_equip_r_us,2017-04-17,2017-05-13,2019-04-17,Lab3,gov,regional,tech1,affiliate1,2017-07-01,2017-09-29,2017-07-31,2018-01-27,tech1,affiliate1,2019-05-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2281,hiv reagents,quality_equip,2017-11-17,2017-11-29,2019-11-17,Lab1,gov,district,tech1,affiliate1,2017-12-19,2018-03-19,2018-02-14,2018-08-13,tech1,affiliate1,2019-11-19,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2282,graduated_pipettes,quality_equip,2017-09-16,2017-10-07,2019-09-16,Lab2,gov,district,tech1,affiliate1,2017-10-15,2018-01-13,2017-12-07,2018-06-05,tech2,affiliate2,2019-09-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2283,coulter,quality_equip,2016-03-27,2016-04-13,2018-03-27,Lab2,gov,national,tech2,affiliate2,2016-06-03,2016-09-01,2016-06-16,2016-12-13,tech1,affiliate1,2018-04-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2284,hiv reagents,quality_equip,2016-07-15,2016-07-25,2018-07-15,Lab3,gov,district,tech1,affiliate1,2016-08-05,2016-11-03,2016-09-18,2017-03-17,tech2,affiliate2,2018-07-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2285,hiv reagents,best_labs,2017-05-24,2017-06-21,2019-05-24,Lab3,gov,district,tech3,affiliate3,2017-06-23,2017-09-21,2017-08-06,2018-02-02,tech2,affiliate2,2019-06-11,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2286,P24,quality_equip,2016-04-02,2016-04-26,2018-04-02,Lab2,gov,district,tech2,affiliate2,2016-05-23,2016-08-21,2016-06-18,2016-12-15,tech1,affiliate1,2018-04-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2287,graduated_pipettes,lab_equip_r_us,2017-12-26,2018-01-18,2019-12-26,Lab3,parochial,other,tech1,affiliate1,2018-01-22,2018-04-22,2018-03-21,2018-09-17,tech3,affiliate3,2020-01-08,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2288,spectrophotometer,lab_equip_r_us,2016-09-28,2016-10-19,2018-09-28,Lab4,gov,regional,tech2,affiliate2,2016-11-15,2017-02-13,2016-12-18,2017-06-16,tech3,affiliate3,2018-10-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2289,micropipettes,quality_equip,2017-03-14,2017-04-13,2019-03-14,Lab1,gov,district,tech1,affiliate1,2017-04-24,2017-07-23,2017-05-18,2017-11-14,tech2,affiliate2,2019-04-03,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2290,hiv reagents,lab_equip_r_us,2017-11-24,2017-12-10,2019-11-24,Lab2,gov,regional,tech2,affiliate2,2017-12-22,2018-03-22,2018-01-30,2018-07-29,tech1,affiliate1,2019-11-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2291,graduated_pipettes,best_labs,2017-08-10,2017-09-05,2019-08-10,Lab1,gov,district,tech2,affiliate2,2017-10-08,2018-01-06,2017-11-08,2018-05-07,tech3,affiliate3,2019-08-26,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2292,pcr_tube,quality_equip,2016-05-11,2016-05-31,2018-05-11,Lab1,gov,district,tech1,affiliate1,2016-06-11,2016-09-09,2016-08-06,2017-02-02,tech1,affiliate1,2018-05-21,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2293,spectrophotometer,best_labs,2017-03-27,2017-03-30,2019-03-27,Lab3,gov,regional,tech3,affiliate3,2017-04-25,2017-07-24,2017-05-27,2017-11-23,tech3,affiliate3,2019-03-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2294,hiv reagents,best_labs,2016-12-08,2016-12-12,2018-12-08,Lab3,gov,regional,tech3,affiliate3,2016-12-21,2017-03-21,2017-02-23,2017-08-22,tech3,affiliate3,2018-12-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2295,coulter,lab_equip_r_us,2016-07-31,2016-08-01,2018-07-31,Lab3,gov,regional,tech1,affiliate1,2016-09-26,2016-12-25,2016-10-23,2017-04-21,tech1,affiliate1,2018-07-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2296,pcr_tube,lab_equip_r_us,2016-08-21,2016-08-23,2018-08-21,Lab,gov,other,tech2,affiliate2,2016-10-17,2017-01-15,2016-11-02,2017-05-01,tech3,affiliate3,2018-08-13,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2297,graduated_pipettes,lab_equip_r_us,2017-07-15,2017-08-08,2019-07-15,Lab1,gov,district,tech1,affiliate1,2017-08-18,2017-11-16,2017-11-03,2018-05-02,tech1,affiliate1,2019-07-29,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2298,coulter,quality_equip,2017-12-14,2018-01-03,2019-12-14,Lab3,private,district,tech1,affiliate1,2018-01-26,2018-04-26,2018-02-24,2018-08-23,tech2,affiliate2,2019-12-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2299,pcr_tube,lab_equip_r_us,2017-11-28,2017-12-22,2019-11-28,Lab3,gov,district,tech2,affiliate2,2018-01-10,2018-04-10,2018-01-27,2018-07-26,tech3,affiliate3,2019-12-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2300,hiv reagents,quality_equip,2016-07-12,2016-07-21,2018-07-12,Lab3,private,district,tech3,affiliate3,2016-08-04,2016-11-02,2016-09-23,2017-03-22,tech3,affiliate3,2018-07-11,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2301,spectrophotometer,lab_equip_r_us,2016-05-02,2016-05-20,2018-05-02,Lab,parochial,district,tech2,affiliate2,2016-06-23,2016-09-21,2016-07-10,2017-01-06,tech1,affiliate1,2018-05-10,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2302,hiv reagents,best_labs,2017-09-27,2017-10-13,2019-09-27,Lab,private,regional,tech2,affiliate2,2017-12-09,2018-03-09,2017-12-11,2018-06-09,tech1,affiliate1,2019-10-03,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2303,pcr_machine,lab_equip_r_us,2017-11-11,2017-11-21,2019-11-11,Lab1,gov,district,tech1,affiliate1,2017-12-11,2018-03-11,2018-02-07,2018-08-06,tech1,affiliate1,2019-11-11,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2304,spectrophotometer,quality_equip,2016-11-29,2016-12-10,2018-11-29,Lab3,gov,district,tech2,affiliate2,2017-01-10,2017-04-10,2017-03-05,2017-09-01,tech1,affiliate1,2018-11-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2305,CD4_CD8_counter,lab_equip_r_us,2016-08-23,2016-09-03,2018-08-23,Lab4,gov,district,tech3,affiliate3,2016-09-16,2016-12-15,2016-11-11,2017-05-10,tech2,affiliate2,2018-08-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2306,spectrophotometer,best_labs,2017-05-04,2017-05-23,2019-05-04,Lab3,gov,regional,tech3,affiliate3,2017-06-23,2017-09-21,2017-08-07,2018-02-03,tech1,affiliate1,2019-05-13,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2307,P24,quality_equip,2016-10-25,2016-11-05,2018-10-25,Lab1,gov,district,tech1,affiliate1,2016-11-21,2017-02-19,2017-01-31,2017-07-30,tech3,affiliate3,2018-10-26,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2308,CD4_CD8_counter,quality_equip,2017-11-04,2017-11-26,2019-11-04,Lab3,private,regional,tech1,affiliate1,2017-12-19,2018-03-19,2018-01-08,2018-07-07,tech1,affiliate1,2019-11-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2309,coulter,lab_equip_r_us,2017-08-28,2017-09-07,2019-08-28,Lab2,gov,district,tech3,affiliate3,2017-10-12,2018-01-10,2017-11-27,2018-05-26,tech2,affiliate2,2019-08-28,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2310,hiv reagents,lab_equip_r_us,2017-02-26,2017-03-02,2019-02-26,Lab,parochial,district,tech2,affiliate2,2017-03-26,2017-06-24,2017-05-10,2017-11-06,tech3,affiliate3,2019-02-20,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2311,micropipettes,lab_equip_r_us,2017-11-14,2017-12-03,2019-11-14,Lab,private,other,tech3,affiliate3,2017-12-05,2018-03-05,2018-03-02,2018-08-29,tech1,affiliate1,2019-11-23,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2312,CD4_CD8_counter,quality_equip,2016-11-29,2016-12-05,2018-11-29,Lab4,gov,regional,tech3,affiliate3,2016-12-07,2017-03-07,2017-01-18,2017-07-17,tech1,affiliate1,2018-11-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2313,pcr_tube,lab_equip_r_us,2016-06-14,2016-07-14,2018-06-14,Lab3,gov,district,tech3,affiliate3,2016-07-17,2016-10-15,2016-08-16,2017-02-12,tech1,affiliate1,2018-07-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2314,micropipettes,lab_equip_r_us,2016-02-10,2016-02-26,2018-02-09,Lab4,gov,district,tech2,affiliate2,2016-04-18,2016-07-17,2016-04-28,2016-10-25,tech1,affiliate1,2018-02-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2315,coulter,quality_equip,2017-08-05,2017-08-06,2019-08-05,Lab4,gov,district,tech2,affiliate2,2017-09-23,2017-12-22,2017-10-16,2018-04-14,tech3,affiliate3,2019-07-27,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2316,spectrophotometer,lab_equip_r_us,2016-08-01,2016-08-02,2018-08-01,Lab3,gov,district,tech2,affiliate2,2016-08-25,2016-11-23,2016-10-17,2017-04-15,tech3,affiliate3,2018-07-23,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2317,coulter,best_labs,2016-09-30,2016-10-19,2018-09-30,Lab4,gov,district,tech2,affiliate2,2016-11-19,2017-02-17,2016-12-25,2017-06-23,tech1,affiliate1,2018-10-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2318,CD4_CD8_counter,lab_equip_r_us,2016-06-08,2016-07-02,2018-06-08,Lab1,gov,district,tech3,affiliate3,2016-07-14,2016-10-12,2016-09-03,2017-03-02,tech1,affiliate1,2018-06-22,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2319,P24,quality_equip,2016-07-02,2016-07-14,2018-07-02,Lab4,gov,district,tech3,affiliate3,2016-08-13,2016-11-11,2016-09-27,2017-03-26,tech2,affiliate2,2018-07-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2320,micropipettes,best_labs,2017-01-27,2017-02-04,2019-01-27,Lab2,private,district,tech3,affiliate3,2017-02-11,2017-05-12,2017-03-18,2017-09-14,tech1,affiliate1,2019-01-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2321,pcr_tube,lab_equip_r_us,2016-08-06,2016-08-30,2018-08-06,Lab1,gov,district,tech1,affiliate1,2016-09-18,2016-12-17,2016-10-09,2017-04-07,tech3,affiliate3,2018-08-20,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2322,hiv reagents,best_labs,2016-10-01,2016-10-17,2018-10-01,Lab4,private,district,tech3,affiliate3,2016-11-10,2017-02-08,2017-01-15,2017-07-14,tech1,affiliate1,2018-10-07,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2323,spectrophotometer,best_labs,2017-09-11,2017-10-04,2019-09-11,Lab,gov,district,tech3,affiliate3,2017-11-02,2018-01-31,2017-11-04,2018-05-03,tech1,affiliate1,2019-09-24,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2324,centrifuge,best_labs,2016-12-30,2017-01-08,2018-12-30,Lab,private,national,tech3,affiliate3,2017-02-09,2017-05-10,2017-02-08,2017-08-07,tech3,affiliate3,2018-12-29,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
2325,P24,quality_equip,2016-02-23,2016-03-08,2018-02-22,Lab4,gov,district,tech3,affiliate3,2016-04-24,2016-07-23,2016-04-07,2016-10-04,tech3,affiliate3,2018-02-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2326,pcr_machine,lab_equip_r_us,2016-05-14,2016-06-01,2018-05-14,Lab4,gov,regional,tech2,affiliate2,2016-07-18,2016-10-16,2016-07-29,2017-01-25,tech2,affiliate2,2018-05-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2327,micropipettes,lab_equip_r_us,2016-10-07,2016-10-24,2018-10-07,Lab4,gov,district,tech1,affiliate1,2016-12-17,2017-03-17,2017-01-19,2017-07-18,tech1,affiliate1,2018-10-14,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2328,pcr_machine,lab_equip_r_us,2017-07-01,2017-07-04,2019-07-01,Lab2,gov,regional,tech2,affiliate2,2017-08-22,2017-11-20,2017-08-26,2018-02-22,tech1,affiliate1,2019-06-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2329,P24,lab_equip_r_us,2017-03-20,2017-03-30,2019-03-20,Lab2,gov,other,tech3,affiliate3,2017-04-28,2017-07-27,2017-06-21,2017-12-18,tech2,affiliate2,2019-03-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2330,centrifuge,lab_equip_r_us,2017-01-03,2017-01-31,2019-01-03,Lab1,private,district,tech2,affiliate2,2017-03-24,2017-06-22,2017-04-28,2017-10-25,tech3,affiliate3,2019-01-21,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
2331,micropipettes,quality_equip,2016-09-10,2016-09-25,2018-09-10,Lab4,private,district,tech2,affiliate2,2016-10-31,2017-01-29,2016-10-25,2017-04-23,tech1,affiliate1,2018-09-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2332,graduated_pipettes,quality_equip,2017-07-21,2017-08-04,2019-07-21,Lab3,parochial,other,tech2,affiliate2,2017-09-17,2017-12-16,2017-10-02,2018-03-31,tech3,affiliate3,2019-07-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
2333,pcr_tube,lab_equip_r_us,2017-01-05,2017-01-27,2019-01-05,Lab3,gov,district,tech3,affiliate3,2017-03-15,2017-06-13,2017-04-06,2017-10-03,tech2,affiliate2,2019-01-17,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
